title_company;content;thumbnail;adr_title;adr_url;adr_target;about_company;related_companies;tags;boss;payments;services_list;additional_information;seo;gallery;news;contacts_fax;contacts_phone;contacts_comment-to-phone;emails-group_email;emails-group_comment-to-email;connectivity_options_options_list;connectivity_options_comment-to-option;links_link;social_links_social_link;social_links_social_lists
Ф.Л.П. Шведченко В.Ю. (магазин);"<div class=""buDescription text block"">
<div class=""items"">
<div class=""item"">Работы по электромонтажу. Ремонт, обслуживание электропроводки.</div>
</div>
</div>";https://24city.cn.ua/wp-content/uploads/2021/01/th_file_573c6c8864035.png;г. Чернигов, ул. Гонча (ул. Горького), 51, офис 8;https://goo.gl/maps/cTqiAwksh9w4DDe88;;"<div class=""buDescription text block"">
<div class=""items"">
<div class=""item"">Работы по электромонтажу. Ремонт, обслуживание электропроводки.</div>
</div>
</div>";;;;;"<div id=""buAbout"">
<div class=""text block"">
<div class=""items"">
<div class=""item"">Принимаем и выполняем заявки от населения по устранению неисправностей электропроводки. Продажа электротоваров.</div>
</div>
</div>
</div>";;;;;;;;;;;;;;
Стройматериалы, б/у кирпич. ЧП Бондарь О.В.;;;;;;;;;;;"<div id=""buAbout"">
<div class=""text block"">
<div class=""items"">
<div class=""item"">Стройматериалы: б/у кирпич, плиты перекрытия ж/б, перемычки, шифер, ракушняк, стеновые панели, арматура, шалёвка, брус, двутавр, фундамент, блоки, гипсоблок, пеноблок, утеплитель и пр.</div>
</div>
</div>
</div>";;;;;;;;;;;;;;
А-Аксиома (Строительство ,Ремонт помещений под ключ);"О компании
Строительная компания «А-Аксиома» специализируется на строительстве домов,квартир и коттеджей под ключ в Чернигове, Киеве и области, а также на коммерческом строительстве. Руководство и сотрудники компании имеют строительное образование и реальный опыт строительства более 10-15 лет.

Мы знаем, что конкуренция на строительном рынке громадная, поэтому предлагаем клиентам лучшее соотношение цены и качества.";https://24city.cn.ua/wp-content/uploads/2021/01/th_file_5e16dd9241125.jpg;14000, г. Чернигов, ул. Харьковская, 10;https://goo.gl/maps/YXVVDSY6HS53XU8g8;;"О компании
Строительная компания «А-Аксиома» специализируется на строительстве домов,квартир и коттеджей под ключ в Чернигове, Киеве и области, а также на коммерческом строительстве. Руководство и сотрудники компании имеют строительное образование и реальный опыт строительства более 10-15 лет.

Мы знаем, что конкуренция на строительном рынке громадная, поэтому предлагаем клиентам лучшее соотношение цены и качества.";;;;;"ТОВ ""А-Аксиома"" Строительная Компания. Выполним:

1.Комплексный ремонт квартиры ""под ключ"" - 1700грн/м2(по полу).

2.Ремонт магазина или офисов ""под ключ"" - 1400грн/м2(по полу).

3.Кровельные работы - от 250грн/м2.

4. Кирпичная кладка : красный или селекатный- 5грн/шт; Газоблок - 600грн/м3

5. Бетонные работы (арматура , опалубка,заливка)- 800грн/м3

6.Эл.монтажные работы .

Наш Сайт: http://www.axsioma.com.ua";;;;;;;;;;;;;;
ТОВ Укрхиминвест (магазин);"<div class=""buDescription text block"">
<div class=""items"">
<div class=""item"">ООО «Укрхиминвест» существует с 1994 за это время компания зарекомендовала себя как надежного партнера с качественным обслуживанием, фирма специализируется на реализации строительных материалов, кровельных материалов, лако-красочные изделия, изделия из оцинкованной стали и т.д.</div>
</div>
</div>";;14021, г. Чернигов, ул. Широкая, 2;https://goo.gl/maps/SDZgWDYXSzvna8DE7;;"<div class=""buDescription text block"">
<div class=""items"">
<div class=""item"">ООО «Укрхиминвест» существует с 1994 за это время компания зарекомендовала себя как надежного партнера с качественным обслуживанием, фирма специализируется на реализации строительных материалов, кровельных материалов, лако-красочные изделия, изделия из оцинкованной стали и т.д.</div>
</div>
</div>";;;;;"<div id=""buAbout"">
<div class=""text block"">
<div class=""items"">
<div class=""item"">Консультация при выборе материала, доставка.</div>
</div>
</div>
</div>";;;;;;;;;;;;;;
"ТОВ ""Соліс Буд"" (продажа строительных материалов)";"<div class=""buDescription text block"">
<div class=""items"">
<div class=""item"">Продажа строительных материалов.</div>
</div>
</div>";https://24city.cn.ua/wp-content/uploads/2021/01/th_file_58820895513c0.png;г. Чернигов, ул. Пушкина, 16, офис 602 6й этаж;https://goo.gl/maps/zu12fgR224cUJeeM8;;"<div class=""buDescription text block"">
<div class=""items"">
<div class=""item"">Продажа строительных материалов.</div>
</div>
</div>";;;;;"Строительные материалы
- кирпичи
- стеновые блоки
- сыпучие материалы
- сухие смеси
- утеплители
- тротуар, забор
- кровельные материалы
- плоские кровли
- профнастил
- скатные кровли
- софиты (потолочные панели)
- водосточная система
- кровельные материалы
- гипсокартон
- сетки";;;;;;;;;;;;;;
РозумЦентроБУД (склад-магазин);"<div id=""buAbout"">
<div class=""buDescription text block"">
<div class=""items"">
<div class=""item"">
<div class=""buDescription text block"">
<div class=""items"">
<div class=""item"">Магазин Строительных материалов. Сантехника, Электрика, Отделочные материалы, Инструменты, Металлопластиковые окна, Хозяйственные товары, Семена, Гирбициды и многое другое.</div>
</div>
</div>
</div>
</div>
</div>
</div>";;г. Чернигов, ул. Красносельского, 73;https://goo.gl/maps/HmJ2EVShX3kGsMYMA;;"<div id=""buAbout"">
<div class=""buDescription text block"">
<div class=""items"">
<div class=""item"">
<div class=""buDescription text block"">
<div class=""items"">
<div class=""item"">Магазин Строительных материалов. Сантехника, Электрика, Отделочные материалы, Инструменты, Металлопластиковые окна, Хозяйственные товары, Семена, Гирбициды и многое другое.</div>
</div>
</div>
</div>
</div>
</div>
</div>";;;;;"<div id=""buAbout"">
<div class=""text block"">
<div class=""items"">
<div class=""item"">Магазин Строительных материалов. Сантехника, Электрика, Отделочные материалы, Инструменты, Металлопластиковые окна, Хозяйственные товары, Семена, Гирбициды и многое другое.</div>
</div>
</div>
</div>";;;;;;;;;;;;;;
"ТОВ ""Стелла Буд"" (торгующая организация строительных материалов)";"<div id=""buAbout"">
<div class=""buDescription text block"">
<div class=""items"">
<div class=""item"">Торгующая организация занимается продажей и комплектацией строительных материалам.</div>
</div>
</div>
</div>
<div id=""buMap"">
<div>
<div id=""mapCPanelwm"">
<div>
<div>
<div></div>
</div>
</div>
</div>
</div>
</div>";;14010, г. Чернигов, ул. Днепровская, 20, офис 3;https://goo.gl/maps/iRkHdtiYKexxXUaX9;;"<div id=""buAbout"">
<div class=""buDescription text block"">
<div class=""items"">
<div class=""item"">Торгующая организация занимается продажей и комплектацией строительных материалам.</div>
</div>
</div>
</div>
<div id=""buMap"">
<div>
<div id=""mapCPanelwm"">
<div>
<div>
<div></div>
</div>
</div>
</div>
</div>
</div>";;;;;;;;;;;;;;;;;;;
Гейзер (магазин сантехники);"Оптово-розничный магазин по самым низкими ценами в Чернигове!
Все что вам нужно, связано с отоплением, теплоизоляцией, водоснабжением, канализацией, насосныи оборудованием, мойками, санфаянсом, ваннами, умывальниками, душевыми кабинками, смесителями, фильтрами - Вы все это найдете у нас!!!";https://24city.cn.ua/wp-content/uploads/2021/01/th_file_59f1970b6b034.jpeg;г. Чернигов, ул. Рокоссовского, 42;https://goo.gl/maps/APhkVtLrdNZNaMLb8;;"Оптово-розничный магазин по самым низкими ценами в Чернигове!
Все что вам нужно, связано с отоплением, теплоизоляцией, водоснабжением, канализацией, насосныи оборудованием, мойками, санфаянсом, ваннами, умывальниками, душевыми кабинками, смесителями, фильтрами - Вы все это найдете у нас!!!";;;;;;;;;;;;;;;;;;;
SMART HOUSE (магазин оборудования для отопления, водоснабжения, систем очистки воды);;https://24city.cn.ua/wp-content/uploads/2021/01/th_file_5d21c4874695d.jpg;14003, г. Чернигов, ул. Независимости, 15 слева возле отделения Приват банка;https://goo.gl/maps/DkjPLyLG5mRCKWWS7;;;;;;;;;;;;;;;;;;;;;
Сантехника и отопление;"<div class=""buDescription text block"">
<div class=""items"">
<div class=""item"">Сантехника и отопление</div>
</div>
</div>";https://24city.cn.ua/wp-content/uploads/2021/01/th_file_5c07b2f0e695a.jpg;г. Чернигов, ул. Рокоссовского, 11;https://goo.gl/maps/jiuiZUQzVTWy7Amt6;;"<div class=""buDescription text block"">
<div class=""items"">
<div class=""item"">Сантехника и отопление</div>
</div>
</div>";;;;;"В продаже имеются:
Котлы отопления газовые настенные
Котлы отопления газовые напольные
Солнечные системы
Бойлеры
Комплекты солнечных установок
Компоненты";;;;;;;;;;;;;;
"МЕТАЛОБАЗА ТОВ ""MTL"" (металобаза)";"<div class=""buDescription text block"">
<div class=""items"">
<div class=""item"">Металобаза MTL займається продажем металопрокату ( арматура, профіль, труби, листи, смуги металеві, кутники, швелер, дріт), виготовлення металевих конструкцій, продаж будматеріалів (утеплення, гіпсокартон, шпаклівка, рубероїд, шифер, плити пінополістирольні, плити мінералізовані, профнастіл та інші товари).</div>
</div>
</div>";https://24city.cn.ua/wp-content/uploads/2021/01/th_file_5c9b2bfb88377.jpg;14037, г. Чернигов, ул. Громадська (ул. Борисенко), 39 в'їзд з вул. Козацька;https://goo.gl/maps/BFUf3ikh9meDLRjH9;;"<div class=""buDescription text block"">
<div class=""items"">
<div class=""item"">Металобаза MTL займається продажем металопрокату ( арматура, профіль, труби, листи, смуги металеві, кутники, швелер, дріт), виготовлення металевих конструкцій, продаж будматеріалів (утеплення, гіпсокартон, шпаклівка, рубероїд, шифер, плити пінополістирольні, плити мінералізовані, профнастіл та інші товари).</div>
</div>
</div>";;;;;"<div id=""buAbout"">
<div class=""text block"">
<div class=""items"">
<div class=""item"">доставка</div>
</div>
</div>
</div>";;;;;;;;;;;;;;
Уютный Дом (магазин, обои, багеты, светильники);"<div class=""buDescription text block"">
<div class=""items"">
<div class=""item"">Розничная и оптовая продажа обоев, карнизов, багетов, светильников и т.д.</div>
</div>
</div>
<div class=""text block""></div>";https://24city.cn.ua/wp-content/uploads/2021/01/th_file_5c35b96255fd2.jpg;14021, г. Чернигов, ул. Независимости, 12б;https://goo.gl/maps/rFrtb2Qgmq4dwuyP7;;"<div class=""buDescription text block"">
<div class=""items"">
<div class=""item"">Розничная и оптовая продажа обоев, карнизов, багетов, светильников и т.д.</div>
</div>
</div>
<div class=""text block""></div>";;;;;"<div id=""buAbout"">
<div class=""text block"">
<div class=""items"">
<div class=""item"">Предоставляем широкий ассортимент обоев на любой вкус и цвет, багетов, карнизов светильников. Осуществляем высококвалифицированную консультацию по ассортименту. Предоставляем доставку по надобности.</div>
</div>
</div>
</div>";;;;;;;;;;;;;;
HeliosGroup (Интернет-магазин);"Компания «ТВК «Гелиос Груп» работает на рынке стройматериалов с 2008 года. За это время мы стали настоящими лидерами в поставках стройматериалов на территории Черниговской и Сумской областей. Это сайдинг, пластиковая вагонка, ламинированные полы и многое другое.

Основная задача нашей команды - это максимальная ориентированность на клиента, его потребности и пожелания. Только предложив полный спектр услуг и максимум удобства, можно добиться лояльности клиентов и поставщиков в современном мире, создать настоящие партнерские взаимоотношения. Слова «сервис» и «отличное обслуживание» не являются для нас пустым звуком. Именно таким образом мы сумели завоевать доверие наших клиентов и поставщиков, многие из которых стали нашими добрыми друзьями и партнерами.

Строительная отрасль – это динамическая отрасль, где постоянно появляются новые виды материалов и новые технологии строительства. Растет потребность людей в комфорте и уюте, все больше и больше внимания уделяется внешней и внутренней отделке помещений. Потребители хотят получать достойное качество материала за разумные деньги.

Наша компания также не стоит на месте, и каждый год предлагает своим партнерам новые виды продукции, постоянно расширяя ассортимент. Мы проводим разъяснительную и учебную работу среди строителей, торговцев стройматериалами и обыкновенных покупателей. Ведь только проинформированный и заинтересованный потребитель будет использовать современную продукцию и новые технологии.

Мы будем очень рады видеть Вас в числе наших постоянных партнеров и друзей!!!

Основные направления деятельности компании «ТВК «Гелиос Груп»:

оптовая торговля и дистрибьюция стройматериалов на территории Черниговской и Сумской областей;
розничная торговля стройматериалами в г. Чернигове.
Преимущества сотрудничества с «ТВК «Гелиос Груп»:

широкий ассортимент продукции и постоянное наличие товара на складе;
гибкое ценообразование;
высокое качество обслуживания клиентов, современный менеджмент;
максимально приемлемые условия сотрудничества для партнеров;
собственные складские помещения и транспорт;
ответственность и порядочность.";;г. Чернигов, ул. Владимира Дрозда (ул. Любченко), 3;https://goo.gl/maps/znmrurKZb5AdUpg68;;"Компания «ТВК «Гелиос Груп» работает на рынке стройматериалов с 2008 года. За это время мы стали настоящими лидерами в поставках стройматериалов на территории Черниговской и Сумской областей. Это сайдинг, пластиковая вагонка, ламинированные полы и многое другое.

Основная задача нашей команды - это максимальная ориентированность на клиента, его потребности и пожелания. Только предложив полный спектр услуг и максимум удобства, можно добиться лояльности клиентов и поставщиков в современном мире, создать настоящие партнерские взаимоотношения. Слова «сервис» и «отличное обслуживание» не являются для нас пустым звуком. Именно таким образом мы сумели завоевать доверие наших клиентов и поставщиков, многие из которых стали нашими добрыми друзьями и партнерами.

Строительная отрасль – это динамическая отрасль, где постоянно появляются новые виды материалов и новые технологии строительства. Растет потребность людей в комфорте и уюте, все больше и больше внимания уделяется внешней и внутренней отделке помещений. Потребители хотят получать достойное качество материала за разумные деньги.

Наша компания также не стоит на месте, и каждый год предлагает своим партнерам новые виды продукции, постоянно расширяя ассортимент. Мы проводим разъяснительную и учебную работу среди строителей, торговцев стройматериалами и обыкновенных покупателей. Ведь только проинформированный и заинтересованный потребитель будет использовать современную продукцию и новые технологии.

Мы будем очень рады видеть Вас в числе наших постоянных партнеров и друзей!!!

Основные направления деятельности компании «ТВК «Гелиос Груп»:

оптовая торговля и дистрибьюция стройматериалов на территории Черниговской и Сумской областей;
розничная торговля стройматериалами в г. Чернигове.
Преимущества сотрудничества с «ТВК «Гелиос Груп»:

широкий ассортимент продукции и постоянное наличие товара на складе;
гибкое ценообразование;
высокое качество обслуживания клиентов, современный менеджмент;
максимально приемлемые условия сотрудничества для партнеров;
собственные складские помещения и транспорт;
ответственность и порядочность.";;;;;;;;;;;;;;;;;;;
ФОП Шинкаренко (Производство,магазин);"<div class=""buDescription text block"">
<div class=""items"">
<div class=""item"">Продаж розпиляної деревини для столярних робіт, будівництва, дошка пола, вагонка, меблі з деревини як під замовлення так і продаж зі складу.</div>
</div>
</div>";;г. Чернигов, ул. Громадська (ул. Борисенко), 70;https://goo.gl/maps/sxqbowRANSPJGLfYA;;"<div class=""buDescription text block"">
<div class=""items"">
<div class=""item"">Продаж розпиляної деревини для столярних робіт, будівництва, дошка пола, вагонка, меблі з деревини як під замовлення так і продаж зі складу.</div>
</div>
</div>";;;;;"<div id=""buAbout"">
<div class=""text block"">
<div class=""items"">
<div class=""item"">Продаж товарів з масиву деревини: дошка підлоги, вагонка, меблі з деревини.</div>
</div>
</div>
</div>";;;;;;;;;;;;;;
Строительные леса (Аренда. Продажа);"Аренда стрроительных лесов:
Особенность конструкции наших лесов, позволяет переставлять настил через 1 м от земли, что очень удобно для каменщиков.
Расчет арендной стоимости строительных лесов:
Одна секция лесов: 3м – длинна, 2м – высота, площадь одной секции 6 м?.
До 100 м? – 2 грнм?.
От 100 до 500 м? – 1,8 грнм?.
Свыше 500 м? – 1,5 грнм?.
Вы оплачиваете ориентировочную суму аренды, БЕЗ ЗАЛОГА, а так же мы заключается договор аренды.
Воскресные дни, а так же большие церковные праздники не оплачиваются.
Мы доставляем леса прямо на объект, самовывоз тоже возможен. Стоимость доставки с вывозом по Чернигову 350 грн., пригород, дачи 500 грн. Стоимость доставки за город 7 грн/км.

Аренда вышки-туры
Арендная стоимость вышки-туры в сутки составляет 1% от ее стоимости, стоимость зависит от высоты вышки. По ссылкам ниже подберите нужный размер туры, высоту и стоимость.
ВНИМАНИЕ минимальная стоимость заказа от 350 гривен, более подробно уточнять по тел: 0930124179.
Воскресные дни, а так же большие церковные праздники не оплачиваются.
Мы доставляем леса прямо на объект, самовывоз тоже возможен. Стоимость доставки с вывозом по Чернигову 350 грн., пригород, дачи 500 грн. Стоимость доставки за город 7 грн/км.";;"г. Чернигов, ул. Кленовая, 38 на территории автомобильного кооператива №28 (район ""ЯЦЕВО""";https://goo.gl/maps/ocC6fR1b2jstcEbV7;;"Аренда стрроительных лесов:
Особенность конструкции наших лесов, позволяет переставлять настил через 1 м от земли, что очень удобно для каменщиков.
Расчет арендной стоимости строительных лесов:
Одна секция лесов: 3м – длинна, 2м – высота, площадь одной секции 6 м?.
До 100 м? – 2 грнм?.
От 100 до 500 м? – 1,8 грнм?.
Свыше 500 м? – 1,5 грнм?.
Вы оплачиваете ориентировочную суму аренды, БЕЗ ЗАЛОГА, а так же мы заключается договор аренды.
Воскресные дни, а так же большие церковные праздники не оплачиваются.
Мы доставляем леса прямо на объект, самовывоз тоже возможен. Стоимость доставки с вывозом по Чернигову 350 грн., пригород, дачи 500 грн. Стоимость доставки за город 7 грн/км.

Аренда вышки-туры
Арендная стоимость вышки-туры в сутки составляет 1% от ее стоимости, стоимость зависит от высоты вышки. По ссылкам ниже подберите нужный размер туры, высоту и стоимость.
ВНИМАНИЕ минимальная стоимость заказа от 350 гривен, более подробно уточнять по тел: 0930124179.
Воскресные дни, а так же большие церковные праздники не оплачиваются.
Мы доставляем леса прямо на объект, самовывоз тоже возможен. Стоимость доставки с вывозом по Чернигову 350 грн., пригород, дачи 500 грн. Стоимость доставки за город 7 грн/км.";;;;;;;;;;;;;;;;;;;
СБК-Комфорт (Спеціалізована будівельна компанія);"Спеціалізована будівельна компанія ""СБК-Комфорт"" пропонує Вам:
- виконання будівельних робіт будь-якої складності;
- надання консультації та розрахунків з будівництва;
- продаж будівельних матеріалів ""теплий дім"":
- пінопласт та сухі будівельні суміши,
- оздоблювальні матеріали,
- тротуарна плитка.";;14000, г. Чернигов, ул. Индустриальная, 11а;https://goo.gl/maps/PyHG84jbHkddYcRUA;;"Спеціалізована будівельна компанія ""СБК-Комфорт"" пропонує Вам:
- виконання будівельних робіт будь-якої складності;
- надання консультації та розрахунків з будівництва;
- продаж будівельних матеріалів ""теплий дім"":
- пінопласт та сухі будівельні суміши,
- оздоблювальні матеріали,
- тротуарна плитка.";;;;;;;;;;;;;;;;;;;
Будівельник (магазин будівельних матеріалів);"<div id=""buAbout"">
<div class=""buDescription text block"">
<div class=""items"">
<div class=""item"">Магазин будівельної тематики. Тут Вас поважають! Цінять! Завжди допоможуть з вибором матеріалу.</div>
</div>
</div>
</div>";https://24city.cn.ua/wp-content/uploads/2021/01/th_file_5f6f89b2c517b.png;г. Чернигов, ул. Летная (ул. Красногвардейская), 22;https://goo.gl/maps/rB6JisWTzi9kuWWE7;;"<div id=""buAbout"">
<div class=""buDescription text block"">
<div class=""items"">
<div class=""item"">Магазин будівельної тематики. Тут Вас поважають! Цінять! Завжди допоможуть з вибором матеріалу.</div>
</div>
</div>
</div>";;;;;;;;;;;;;;;;;;;
СКС-ТОРГ (Строительный магазин);"<div class=""buDescription text block"">
<div class=""items"">
<div class=""item"">Продажа строительных материалов, полная консультация по утеплению домов.</div>
</div>
</div>
<div class=""text block""></div>";;г. Чернигов, ул. Инструментальная, 4А;https://goo.gl/maps/QsGoHRzLxZ22cxbHA;;"<div class=""buDescription text block"">
<div class=""items"">
<div class=""item"">Продажа строительных материалов, полная консультация по утеплению домов.</div>
</div>
</div>
<div class=""text block""></div>";;;;;"<div id=""buAbout"">
<div class=""text block"">
<div class=""items"">
<div class=""item"">Утепление домов, зданий и сооружений. Постройка обьектов ""под ключ"".</div>
</div>
</div>
</div>
<div id=""buMap"">
<div>
<div id=""mapCPanelwm"">
<div>
<div>
<div></div>
</div>
</div>
</div>
</div>
</div>";;;;;;;;;;;;;;
"""ДОМИВИЧОК.cn"" (Магазин, интернет магазин стройматериалов)";"<div id=""buAbout"">
<div class=""buDescription text block"">
<div class=""items"">
<div class=""item"">ОЧЕНЬ НЕДОРОГО приобретайте в одном месте ВСЕ для утепления фасада, декоративного оформления фасада, строительства стен, СТРОИТЕЛЬНЫЕ МАТЕРИАЛЫ для внутренних ремонтных работ. Более 5 лет на рынке стройматериалов. Доставка по городу Чернигову, Черниговскому району, Черниговской области (расчет по месту с водителем) персональные скидки начиная с первой покупки.</div>
</div>
</div>
</div>";;14007, г. Чернигов, ул. Кольцевая, 9;https://goo.gl/maps/hLykMscuMuyc29x99;;"<div id=""buAbout"">
<div class=""buDescription text block"">
<div class=""items"">
<div class=""item"">ОЧЕНЬ НЕДОРОГО приобретайте в одном месте ВСЕ для утепления фасада, декоративного оформления фасада, строительства стен, СТРОИТЕЛЬНЫЕ МАТЕРИАЛЫ для внутренних ремонтных работ. Более 5 лет на рынке стройматериалов. Доставка по городу Чернигову, Черниговскому району, Черниговской области (расчет по месту с водителем) персональные скидки начиная с первой покупки.</div>
</div>
</div>
</div>";;;;;;;;;;;;;;;;;;;
Гейзер (магазин сантехники);"Оптово-розничный магазин по самым низкими ценами в Чернигове!
Все что вам нужно, связано с отоплением, теплоизоляцией, водоснабжением, канализацией, насосныи оборудованием, мойками, санфаянсом, ваннами, умывальниками, душевыми кабинками, смесителями, фильтрами - Вы все это найдете у нас!!!";https://24city.cn.ua/wp-content/uploads/2021/01/th_file_59f1970b6b034.jpeg;г. Чернигов, просп. Победы, 49 оптово-розничный магазин;https://goo.gl/maps/DXpBu37cZij3exL8A;;"Оптово-розничный магазин по самым низкими ценами в Чернигове!
Все что вам нужно, связано с отоплением, теплоизоляцией, водоснабжением, канализацией, насосныи оборудованием, мойками, санфаянсом, ваннами, умывальниками, душевыми кабинками, смесителями, фильтрами - Вы все это найдете у нас!!!";;;;;;;;;;;;;;;;;;;
Экономбуд;"<div class=""buDescription text block"">
<div class=""items"">
<div class=""item"">Экономбуд - экономный магазин материалов и инструмента для строительства и ремонта</div>
</div>
</div>";https://24city.cn.ua/wp-content/uploads/2021/01/th_file_4b78ecbba9155.jpg;г. Чернигов, ул. Летная (ул. Красногвардейская), 1;https://goo.gl/maps/yhi47tc2YEDnhkHi9;;"<div class=""buDescription text block"">
<div class=""items"">
<div class=""item"">Экономбуд - экономный магазин материалов и инструмента для строительства и ремонта</div>
</div>
</div>";;;;;"<div id=""buAbout"">
<div class=""text block"">
<div class=""items"">
<div class=""item"">Реализуем гипсокартон,профили,дюбеля, саморезы,грунтовку, снежку, теплоизоляционные материалы - утеплитель (базальтовую вату в плитах , стекловату в рулонах, экструдированный пенополистирол), сухие гипсовые смеси, клей для плитки, пенопласта, стеклосетку, гидро-, паробарьер, монтажную пену, герметики, инструмент, расходные материалы (круги отрезные, щетки, сверла, кисти, валики) и многое другое . Выполняем монтаж гипсокартона, вагонки, утепление помещений. Тел.93-65-63 в Чернигове, www.ekonombud.cn.ua. Выгодные условия для снабженцев, менеджеров по закупкам, завхозов. Звоните - договоримся.</div>
</div>
</div>
</div>";;;;;;;;;;;;;;
Ламинат Паркет Сайдинг Мебель;"<div class=""buDescription text block"">
<div class=""items"">
<div class=""item"">Розничная торговля напольными покрытиями (ламинат, паркетная доска, линолеум, плинтус, подкладка) фасадными материалами (сайдинг, профлист, металочерепица, водосток, вагонка)
Мягкая и корпусная мебель.
Оптовые цены, скидки, доставка бесплатно, монтаж.</div>
</div>
</div>
<div class=""text block""></div>";https://24city.cn.ua/wp-content/uploads/2021/01/th_file_4de6217c35322.jpg;14030, г. Чернигов, ул. Защитников Украины (ул. Одинцова), 17А, офис 101, 102;https://goo.gl/maps/d5biYWT5VUFsChAL8;;"<div class=""buDescription text block"">
<div class=""items"">
<div class=""item"">Розничная торговля напольными покрытиями (ламинат, паркетная доска, линолеум, плинтус, подкладка) фасадными материалами (сайдинг, профлист, металочерепица, водосток, вагонка)
Мягкая и корпусная мебель.
Оптовые цены, скидки, доставка бесплатно, монтаж.</div>
</div>
</div>
<div class=""text block""></div>";;;;;;"<div id=""buAbout"">
<div class=""text block"">
<div class=""items"">
<div class=""item"">С нами всегда можно договориться!..</div>
</div>
</div>
</div>";;;;;;;;;;;;;
Визажист Лариса Грицай;;;;;;;;;;;"Выполняю такие виды работ:
- Дневной
- Деловой
- Вечерний
- Свадебный макияж
- Макияж для подружек невесты
- Подиумный
- Мужской
- Для тематических вечеринок и корпоративов
- Макияж для фото и видео съемок, так же сопровождение на фотосессию
- Коррекция бровей
-Наращивание ресниц";;;;;;;;;;;;;;
Визажист Марина Лихачёва;;;;;;;;;;;"- Дневной
- Деловой
- Вечерний
- Свадебный макияж";;;;;;;;;;;;;;
Визажист Анна Кускова;;;;;;;;;;;Профессиональный макияж, выпускной, свадебный, для фотосессий.;;;;;;;;;;;;;;
Визажист Наталья Носенко;;;;;;;;;;;Профессиональный макияж: дневной, вечерний, свадебный, макияж для фотосессий с выездом на дом или в студию.;;;;;;;;;;;;;;
PUDRA;;;г. Чернигов, просп. Победы, 139, офис 515;https://goo.gl/maps/HZpXxaKasc7bvHkJ9;_blank;;;;;;"Опыт работы: 5 лет
Косметика: Bobbi Brown, Smashbox, Cinecitta, Atelier, Make-Up.";;;;;;;;;;;;;;
Визажист Марина Мацукова;;;;;;;;;;;"Стилист, визажист
Выезд на дом к клиенту
Выезд в студию";;;;;;;;;;;;;;
Визажист Анна Галецкая;;;;;;;;;;;"Стилист, визажист
Выезд на дом к клиенту
Выезд в студию";;;;;;;;;;;;;;
Визажист Анастасия Белан;;;;;;;;;;;"Визажист
Выезд на дом к клиенту
Выезд в студию";;;;;;;;;;;;;;
Потолочные багеты, бутик № 937-938, Нива (Бутик потолочных багет);;;г. Чернигов, рынок НИВА, бутик 937-938;https://goo.gl/maps/TgMAuKyQkFZv28RW8;;;;;;;;;;;;;;;;;;;;;
БУДТОРГ (строительных материалов);"Стройматериалы по лучшим ценам.
Цемент, кирпич, шифер, рубероид, рубемаст, еврорубероид, ДВП, ДСП,OSB, фанера, профнастил, изделия из цинка, отливы, трубы АБЦ, муфты, плитка тротуарная(наше производство), гипсокартон, утеплители, пенопласт, экструдированный пенополистирол, сухие смеси, грунтовки, электроды, метиз, водосточные и вениляционные системы, стеклосетка, гидро, паробарьер, пленка ПЭ, скотч, краски водоэмульсионные, краски аэрозольные, пена, герметики, клея, печное литье, сельскохозяйственный инвентарь, инструмент, малярный инструмент, посуда и изделия из пластмассы. Производим тротуарную плитку, бордюры.";;г. Чернигов, ул. Кленовая, 13 (район кладбища Яцево);https://goo.gl/maps/F68FNSyrxGkrLyYVA;;"Стройматериалы по лучшим ценам.
Цемент, кирпич, шифер, рубероид, рубемаст, еврорубероид, ДВП, ДСП,OSB, фанера, профнастил, изделия из цинка, отливы, трубы АБЦ, муфты, плитка тротуарная(наше производство), гипсокартон, утеплители, пенопласт, экструдированный пенополистирол, сухие смеси, грунтовки, электроды, метиз, водосточные и вениляционные системы, стеклосетка, гидро, паробарьер, пленка ПЭ, скотч, краски водоэмульсионные, краски аэрозольные, пена, герметики, клея, печное литье, сельскохозяйственный инвентарь, инструмент, малярный инструмент, посуда и изделия из пластмассы. Производим тротуарную плитку, бордюры.";;;;;;;;;;;;;;;;;;;
Представительство Тивер в Чернигове;"<div class=""buDescription text block"">
<div class=""items"">
<div class=""item"">Представительство производителя твердотопливных котлов Тивер в Черниговской области.</div>
</div>
</div>";https://24city.cn.ua/wp-content/uploads/2021/01/th_file_537c905ee4801.jpg;14001, г. Чернигов, ул. Попова, 31А, офис 44;https://goo.gl/maps/JtAr6Zw5aWVsB9ws9;;"<div class=""buDescription text block"">
<div class=""items"">
<div class=""item"">Представительство производителя твердотопливных котлов Тивер в Черниговской области.</div>
</div>
</div>";;;;;"Продажа и монтаж котлов ""ТИВЕР"" по Украине
мощностью 12,18,20,24,30,40,50,65кВт
-с мех. терморегулятором,
-с одно-,двокамфорной плитой,
-с вентилятором и контроллером,
-пеллетные котлы.
Цены договорные,звоните!";;;;;;;;;;;;;;
